Gruppe,ValgstedId,KredsNr,StorKredsNr,LandsdelsNr,Stemmeberettigede,GyldigeStemmer
540012,540012,49,7,2,4419,3341
540013,540013,49,7,2,2340,1776
540014,540014,49,7,2,1381,1046
540015,540015,49,7,2,3417,2556
540016,540016,49,7,2,5916,4247
540017,540017,49,7,2,682,526
550001,550001,51,7,2,1433,1005
550002,550002,51,7,2,526,365
550003,550003,51,7,2,425,312
550004,550004,51,7,2,1333,960
550007,550007,51,7,2,456,326
550008,550008,51,7,2,864,674
550012,550012,51,7,2,2540,1747
550014,550014,51,7,2,990,690
550015,550015,51,7,2,593,431
550016,550016,51,7,2,668,477
550017,550017,51,7,2,1579,1147
550018,550018,51,7,2,553,418
550019,550019,51,7,2,404,295
550021,550021,51,7,2,510,358
550023,550023,51,7,2,3073,2243
550024,550024,51,7,2,771,556
550025,550025,51,7,2,6085,4185
550027,550027,51,7,2,824,610
550029,550029,51,7,2,748,546
550051,550051,51,7,2,437,327
550061,550061,51,7,2,2810,1930
550071,550071,51,7,2,496,363
561002,561002,52,7,2,10069,6317
561003,561003,52,7,2,2255,1358
561004,561004,52,7,2,3438,2321
561005,561005,52,7,2,4692,2959
561006,561006,52,7,2,4795,3277
561007,561007,52,7,2,3624,2472
561008,561008,53,7,2,1559,1157
561011,561011,52,7,2,3115,2200
561012,561012,53,7,2,2481,1813
561015,561015,52,7,2,5445,3993
561016,561016,53,7,2,5691,4203
561017,561017,53,7,2,1064,759
561020,561020,53,7,2,2499,1893
561021,561021,52,7,2,2802,1702
561022,561022,52,7,2,2613,1775
561023,561023,52,7,2,2966,2182
561024,561024,53,7,2,2813,2051
561025,561025,53,7,2,7853,5565
561028,561028,53,7,2,8519,5973
561032,561032,53,7,2,1480,1094
561033,561033,53,7,2,2061,1456
561035,561035,53,7,2,34,24
561038,561038,53,7,2,1231,856
561040,561040,53,7,2,2696,1838
563001,563001,52,7,2,2270,1728
563002,563002,52,7,2,258,210
573001,573001,54,7,2,10600,7136
573004,573004,54,7,2,826,648
573005,573005,54,7,2,570,433
573006,573006,54,7,2,636,480
573007,573007,54,7,2,1126,885
573008,573008,54,7,2,821,621
573009,573009,54,7,2,997,759
573010,573010,54,7,2,956,668
573013,573013,54,7,2,1755,1260
573014,573014,54,7,2,575,412
573015,573015,54,7,2,1163,868
573018,573018,54,7,2,2787,2062
573019,573019,54,7,2,434,350
573022,573022,54,7,2,896,670
573023,573023,54,7,2,1223,919
573024,573024,54,7,2,499,356
573026,573026,54,7,2,1066,790
573027,573027,54,7,2,800,562
573028,573028,54,7,2,1004,761
573030,573030,54,7,2,4407,3251
573031,573031,54,7,2,1501,1083
573032,573032,54,7,2,1387,1014
573033,573033,54,7,2,613,455
575001,575001,55,7,2,4120,2945
575002,575002,55,7,2,625,447
575003,575003,55,7,2,2683,1882
575004,575004,55,7,2,863,638
575005,575005,55,7,2,940,683
575006,575006,55,7,2,412,302
575007,575007,55,7,2,2635,1874
575008,575008,55,7,2,689,491
575009,575009,55,7,2,1871,1402
575010,575010,55,7,2,544,412
575011,575011,55,7,2,1327,981
575012,575012,55,7,2,339,265
575013,575013,55,7,2,612,465
575014,575014,55,7,2,6605,4544
575015,575015,55,7,2,510,414
575016,575016,55,7,2,2191,1691
575017,575017,55,7,2,1074,838
575018,575018,55,7,2,1113,878
575019,575019,55,7,2,1581,1112
580001,580001,50,7,2,646,476
580002,580002,50,7,2,643,502
580003,580003,50,7,2,5102,3706
580004,580004,50,7,2,3304,2489
580005,580005,50,7,2,1434,1071
580006,580006,50,7,2,661,480
580007,580007,50,7,2,1681,1181
580008,580008,50,7,2,1735,1312
580009,580009,50,7,2,1620,1194
580010,580010,50,7,2,923,682
580011,580011,50,7,2,1902,1284
580012,580012,50,7,2,2541,1755
580013,580013,50,7,2,1638,1228
580014,580014,50,7,2,3010,2153
580015,580015,50,7,2,3580,2614
580016,580016,50,7,2,7085,4847
580017,580017,50,7,2,3002,2168
580018,580018,50,7,2,1932,1279
607001,607001,58,7,2,10818,7360
607002,607002,58,7,2,1138,935
607003,607003,58,7,2,7222,5599
607004,607004,58,7,2,597,464
607005,607005,58,7,2,4031,3087
607006,607006,58,7,2,7464,4848
607007,607007,58,7,2,1441,1150
607008,607008,58,7,2,4712,2977
615001,615001,71,8,3,4602,2778
615002,615002,71,8,3,4601,2845
615003,615003,71,8,3,7292,4507
615004,615004,71,8,3,148,126
615005,615005,71,8,3,4325,3020
615006,615006,71,8,3,6957,5141
615007,615007,71,8,3,4171,3185
615008,615008,71,8,3,2045,1570
615009,615009,71,8,3,1952,1442
615010,615010,71,8,3,2073,1599
615011,615011,71,8,3,4606,3695
615012,615012,71,8,3,2674,2071
615013,615013,71,8,3,3543,2582
615014,615014,71,8,3,1351,1016
615015,615015,71,8,3,836,624
615016,615016,71,8,3,2525,1837
615017,615017,71,8,3,1952,1475
615018,615018,71,8,3,2488,1857
615019,615019,71,8,3,1371,1091
615020,615020,71,8,3,543,440
615021,615021,71,8,3,1285,717
615022,615022,71,8,3,396,310
621001,621001,59,7,2,5665,3626
621002,621002,59,7,2,3606,2052
621003,621003,59,7,2,4205,2806
621004,621004,59,7,2,5909,4589
621005,621005,59,7,2,4025,2980
621006,621006,59,7,2,3484,2657
621007,621007,59,7,2,4183,3106
621008,621008,60,7,2,4530,2845
621009,621009,60,7,2,6494,4293
621010,621010,60,7,2,4400,3331
621011,621011,60,7,2,3218,2430
621012,621012,60,7,2,3336,2476
621013,621013,60,7,2,2178,1629
621014,621014,60,7,2,5467,3834
621015,621015,60,7,2,5088,3656
630001,630001,57,7,2,2329,1589
630002,630002,57,7,2,4323,3157
630003,630003,57,7,2,1588,1268
630004,630004,57,7,2,1687,1298
630005,630005,57,7,2,1427,1134
630006,630006,57,7,2,2692,1951
630007,630007,57,7,2,739,596
630008,630008,57,7,2,1494,1139
630009,630009,57,7,2,10987,6390
630010,630010,57,7,2,916,737
630011,630011,57,7,2,3585,2758
630012,630012,57,7,2,2604,2047
630013,630013,57,7,2,2091,1409
630014,630014,57,7,2,2287,1564
630015,630015,57,7,2,3238,2042
630016,630016,56,7,2,1648,1323
630017,630017,56,7,2,4434,3103
630018,630018,56,7,2,1729,1310
630019,630019,56,7,2,954,716
630020,630020,56,7,2,874,656
630021,630021,56,7,2,797,569
630022,630022,56,7,2,371,302
630023,630023,56,7,2,1251,921
630024,630024,56,7,2,3089,2306
630025,630025,56,7,2,1290,981
630026,630026,56,7,2,1059,809
630027,630027,56,7,2,1629,1258
630028,630028,56,7,2,1220,921
630029,630029,56,7,2,1146,894
630030,630030,56,7,2,4468,2946
630031,630031,56,7,2,928,706
630032,630032,56,7,2,6311,4803
630033,630033,56,7,2,1777,1246
630034,630034,56,7,2,3052,2281
657001,657001,80,9,3,19428,12519
657002,657002,80,9,3,1027,716
657005,657005,80,9,3,2453,1792
657006,657006,80,9,3,731,548
657007,657007,80,9,3,4214,3206
657008,657008,80,9,3,1743,1227
657009,657009,80,9,3,724,523
657011,657011,80,9,3,586,460
657013,657013,81,9,3,3020,2200
657014,657014,81,9,3,584,386
657015,657015,81,9,3,1224,813
657016,657016,81,9,3,880,665
657017,657017,81,9,3,6044,4456
657018,657018,81,9,3,530,392
657019,657019,81,9,3,689,511
657020,657020,81,9,3,357,246
657021,657021,81,9,3,671,526
657022,657022,81,9,3,713,577
657023,657023,81,9,3,3482,2675
657024,657024,81,9,3,3411,2541
657025,657025,81,9,3,941,682
657026,657026,81,9,3,4133,3068
657027,657027,81,9,3,3190,2334
657028,657028,81,9,3,372,289
657029,657029,81,9,3,1214,939
657030,657030,81,9,3,857,617
661001,661001,82,9,3,13988,9950
661002,661002,82,9,3,3414,2745
661003,661003,82,9,3,1627,1179
661004,661004,82,9,3,2882,2286
661005,661005,82,9,3,9942,7051
661006,661006,82,9,3,4278,3108
661007,661007,82,9,3,1481,1121
661008,661008,82,9,3,2514,1939
661009,661009,82,9,3,1548,1205
661010,661010,82,9,3,873,625
665001,665001,73,9,3,5345,3740
665002,665002,73,9,3,1940,1445
665003,665003,73,9,3,1595,1168
665004,665004,73,9,3,1518,1143
665005,665005,73,9,3,1071,747
665006,665006,73,9,3,1053,790
665007,665007,73,9,3,1600,1008
665008,665008,73,9,3,1402,1052
671001,671001,73,9,3,6212,4928
671002,671002,73,9,3,1655,1419
671003,671003,73,9,3,1283,1087
671004,671004,73,9,3,1352,1161
671005,671005,73,9,3,1461,1264
671006,671006,73,9,3,1627,1392
671007,671007,73,9,3,2441,1976
706001,706001,66,8,3,6869,4931
706002,706002,66,8,3,2989,2237
706003,706003,66,8,3,1726,1263
706004,706004,66,8,3,2580,1756
706005,706005,66,8,3,3575,2417
706006,706006,66,8,3,5326,3853
706007,706007,66,8,3,2690,1937
706008,706008,66,8,3,5713,4128
707001,707001,66,8,3,7889,5216
707002,707002,66,8,3,120,87
707003,707003,66,8,3,1994,1408
707004,707004,66,8,3,5579,3590
707005,707005,66,8,3,3074,2171
707006,707006,66,8,3,1691,1155
707007,707007,66,8,3,2504,1725
707008,707008,66,8,3,1989,1352
707009,707009,66,8,3,3150,2198
707010,707010,66,8,3,1404,957
710001,710001,69,8,3,3993,2918
710002,710002,69,8,3,2787,2061
710003,710003,69,8,3,1580,1211
710004,710004,69,8,3,5595,4092
710005,710005,69,8,3,1511,1149
710006,710006,69,8,3,3177,2402
710007,710007,69,8,3,3060,2395
710008,710008,69,8,3,1190,948
710009,710009,69,8,3,3044,2177
710010,710010,69,8,3,2739,1989
710011,710011,69,8,3,1514,1142
710012,710012,69,8,3,2038,1681
710013,710013,69,8,3,900,683
710014,710014,69,8,3,815,607
727001,727001,70,8,3,9157,6622
727002,727002,70,8,3,331,270
727003,727003,70,8,3,1295,1057
727004,727004,70,8,3,992,770
727005,727005,70,8,3,1532,1235
727006,727006,70,8,3,827,612
727007,727007,70,8,3,1011,758
727008,727008,70,8,3,959,712
727009,727009,70,8,3,112,104
727010,727010,70,8,3,98,70
730001,730001,68,8,3,2372,1711
730002,730002,68,8,3,1957,1473
730004,730004,68,8,3,650,507
730005,730005,67,8,3,1191,826
730006,730006,67,8,3,926,643
730007,730007,67,8,3,1161,832
730008,730008,67,8,3,1991,1421
730009,730009,67,8,3,1198,889
730010,730010,67,8,3,1081,769
730011,730011,67,8,3,3672,2594
730012,730012,67,8,3,2033,1502
730013,730013,67,8,3,2940,2278
730014,730014,67,8,3,1997,1452
730015,730015,67,8,3,670,492
730016,730016,68,8,3,891,634
730017,730017,68,8,3,1016,737
730021,730021,68,8,3,1863,1362
730024,730024,68,8,3,4409,2698
730025,730025,68,8,3,3261,2033
730026,730026,67,8,3,4194,2801
730027,730027,67,8,3,3827,2345
730028,730028,68,8,3,4044,2357
730029,730029,67,8,3,5207,3440
730030,730030,67,8,3,3106,1905
730031,730031,68,8,3,6069,4188
730032,730032,68,8,3,3320,2300
730033,730033,68,8,3,1606,1083
730034,730034,68,8,3,2439,1833
730036,730036,68,8,3,2990,2158
730037,730037,68,8,3,759,550
740001,740001,77,9,3,2540,1845
740002,740002,77,9,3,1816,1334
740003,740003,77,9,3,1449,1051
740004,740004,77,9,3,1481,1121
740005,740005,77,9,3,943,699
740006,740006,77,9,3,4490,3268
740007,740007,77,9,3,4193,3026
740008,740008,77,9,3,936,718
740009,740009,77,9,3,1002,749
740010,740010,77,9,3,1115,875
740011,740011,77,9,3,1388,1055
740012,740012,77,9,3,745,564
740013,740013,77,9,3,3059,2446
740014,740014,77,9,3,798,590
740015,740015,77,9,3,1226,975
740016,740016,77,9,3,2137,1520
740017,740017,77,9,3,996,755
740018,740018,77,9,3,1256,1011
740021,740021,78,9,3,2910,2231
740022,740022,78,9,3,1622,1180
740023,740023,78,9,3,3461,2753
740024,740024,78,9,3,861,672
740025,740025,78,9,3,381,269
740026,740026,78,9,3,2130,1445
740027,740027,78,9,3,2040,1546
740028,740028,78,9,3,3377,2419
740029,740029,78,9,3,4961,3362
740030,740030,78,9,3,2669,1930
740031,740031,78,9,3,7496,4953
740032,740032,78,9,3,2479,1911
741001,741001,70,8,3,2610,1835
741002,741002,70,8,3,332,249
746001,746001,70,8,3,1737,1329
746002,746002,70,8,3,4045,3136
746003,746003,70,8,3,1314,1033
746004,746004,70,8,3,5856,4477
746005,746005,70,8,3,2597,1909
746006,746006,70,8,3,7204,4987
746007,746007,70,8,3,4810,3661
746008,746008,70,8,3,4988,3854
746009,746009,70,8,3,3344,2639
746010,746010,70,8,3,3160,2500
746011,746011,70,8,3,1541,1215
746012,746012,70,8,3,1565,1206
751001,751001,62,8,3,13729,9695
751002,751002,62,8,3,6365,4282
751003,751003,62,8,3,6593,4711
751004,751004,62,8,3,4226,3063
751006,751006,62,8,3,6721,5105
751007,751007,63,8,3,5462,4000
751008,751008,63,8,3,8814,5703
751009,751009,62,8,3,3443,2708
751011,751011,62,8,3,3816,2955
751012,751012,62,8,3,3883,3030
751013,751013,62,8,3,3802,2872
751016,751016,63,8,3,463,363
751018,751018,63,8,3,5063,3629
751019,751019,63,8,3,3666,2791
751021,751021,65,8,3,14311,9133
751022,751022,64,8,3,3158,2357
751023,751023,64,8,3,6106,4030
751024,751024,63,8,3,5795,4306
751025,751025,63,8,3,4924,2039
751026,751026,63,8,3,4558,3089
751028,751028,63,8,3,6029,3664
751030,751030,63,8,3,3342,2533
751031,751031,63,8,3,548,410
751033,751033,63,8,3,2580,1818
751041,751041,65,8,3,14516,9919
751042,751042,64,8,3,9877,6942
751043,751043,64,8,3,11265,7428
751044,751044,64,8,3,1247,809
751045,751045,65,8,3,7611,6035
751047,751047,64,8,3,8204,6118
751048,751048,65,8,3,2669,2110
751049,751049,65,8,3,3672,2785
751050,751050,65,8,3,3646,2765
751051,751051,65,8,3,6142,4545
751053,751053,64,8,3,2206,1490
751055,751055,64,8,3,730,555
751056,751056,64,8,3,1443,1083
751061,751061,65,8,3,7910,5278
751062,751062,63,8,3,2479,1401
751063,751063,64,8,3,8794,5535
751064,751064,63,8,3,5018,3479
751065,751065,65,8,3,5936,4471
751066,751066,62,8,3,4645,3493
751067,751067,64,8,3,4822,3395
751068,751068,64,8,3,3157,2143
756001,756001,79,9,3,1781,1294
756002,756002,79,9,3,429,330
756003,756003,79,9,3,1845,1363
756004,756004,79,9,3,393,303
756005,756005,79,9,3,783,555
756006,756006,79,9,3,358,261
756007,756007,79,9,3,5358,3624
756008,756008,79,9,3,677,479
756009,756009,79,9,3,341,238
756010,756010,79,9,3,245,202
756011,756011,79,9,3,11690,7943
756012,756012,79,9,3,750,568
756013,756013,79,9,3,2381,1716
756014,756014,79,9,3,291,227
756015,756015,79,9,3,1799,1364
760001,760001,83,9,3,3765,2607
760002,760002,83,9,3,1028,756
760003,760003,83,9,3,440,305
760005,760005,83,9,3,741,541
760008,760008,83,9,3,629,452
760009,760009,83,9,3,1015,669
760010,760010,83,9,3,2499,1714
760012,760012,83,9,3,931,743
760013,760013,83,9,3,600,409
760014,760014,83,9,3,6932,4896
760016,760016,83,9,3,1109,801
760019,760019,83,9,3,593,426
760020,760020,83,9,3,547,411
760021,760021,83,9,3,1075,776
760022,760022,83,9,3,1142,793
760024,760024,83,9,3,5857,4047
760025,760025,83,9,3,963,728
760026,760026,83,9,3,585,450
760027,760027,83,9,3,1151,870
760028,760028,83,9,3,870,642
760030,760030,83,9,3,3697,2712
760031,760031,83,9,3,469,362
760032,760032,83,9,3,583,411
760033,760033,83,9,3,1846,1335
760035,760035,83,9,3,2189,1571
766001,766001,72,8,3,6072,4440
766002,766002,72,8,3,3013,2171
766003,766003,72,8,3,1539,1186
766004,766004,72,8,3,1186,942
766005,766005,72,8,3,462,370
766006,766006,72,8,3,992,773
766007,766007,72,8,3,3325,2476
766008,766008,72,8,3,590,475
766010,766010,72,8,3,1264,933
766011,766011,72,8,3,1066,804
766012,766012,72,8,3,1494,1039
766013,766013,72,8,3,1250,964
766014,766014,72,8,3,1161,857
766015,766015,72,8,3,1720,1334
766016,766016,72,8,3,91,77
766017,766017,72,8,3,1048,811
766018,766018,72,8,3,388,292
766019,766019,72,8,3,577,442
766020,766020,72,8,3,1351,1023
766021,766021,72,8,3,2244,1557
766022,766022,72,8,3,1194,869
766023,766023,72,8,3,599,463
766024,766024,72,8,3,729,555
766025,766025,72,8,3,342,250
773001,773001,87,10,3,634,440
773002,773002,87,10,3,484,344
773003,773003,87,10,3,309,236
773004,773004,87,10,3,465,347
773005,773005,87,10,3,319,240
773006,773006,87,10,3,298,227
773007,773007,87,10,3,704,477
773008,773008,87,10,3,502,380
773009,773009,87,10,3,664,513
773010,773010,87,10,3,470,341
773011,773011,87,10,3,463,336
773012,773012,87,10,3,656,489
773013,773013,87,10,3,653,461
773014,773014,87,10,3,685,451
773015,773015,87,10,3,483,350
773016,773016,87,10,3,496,368
773017,773017,87,10,3,507,372
773018,773018,87,10,3,7111,4771
779001,779001,74,9,3,6126,3768
779002,779002,74,9,3,4943,3561
779003,779003,74,9,3,5212,3617
779004,779004,74,9,3,2998,2166
779005,779005,74,9,3,1034,747
779006,779006,74,9,3,629,456
779007,779007,74,9,3,729,538
779008,779008,74,9,3,556,421
779009,779009,74,9,3,695,477
779010,779010,74,9,3,1115,777
779011,779011,74,9,3,1539,1135
779012,779012,74,9,3,1109,745
779013,779013,74,9,3,1774,1249
779014,779014,74,9,3,1256,899
779015,779015,74,9,3,1298,911
779016,779016,74,9,3,1383,1062
779017,779017,74,9,3,601,460
779018,779018,74,9,3,1063,772
779019,779019,74,9,3,739,528
779020,779020,74,9,3,642,492
787001,787001,87,10,3,7056,4527
787002,787002,87,10,3,909,658
787003,787003,87,10,3,731,505
787004,787004,87,10,3,733,495
787005,787005,87,10,3,490,362
787006,787006,87,10,3,1188,837
787007,787007,87,10,3,964,692
787008,787008,87,10,3,1079,778
787009,787009,87,10,3,470,336
787010,787010,87,10,3,1535,1082
787011,787011,87,10,3,302,237
787012,787012,87,10,3,3095,2220
787013,787013,87,10,3,321,242
787014,787014,87,10,3,452,360
787015,787015,87,10,3,879,632
787016,787016,87,10,3,832,574
787017,787017,87,10,3,1491,1023
787018,787018,87,10,3,702,483
787019,787019,87,10,3,678,537
787020,787020,87,10,3,830,584
787021,787021,87,10,3,226,171
787023,787023,87,10,3,1641,1127
787024,787024,87,10,3,2611,1829
787025,787025,87,10,3,1407,954
787026,787026,87,10,3,1305,978
787027,787027,87,10,3,872,646
791001,791001,75,9,3,2425,1682
791002,791002,75,9,3,2486,1891
791003,791003,75,9,3,2611,1829
791004,791004,75,9,3,2601,1976
791005,791005,75,9,3,1785,1270
791006,791006,75,9,3,2511,1759
791007,791007,75,9,3,1667,1241
791008,791008,75,9,3,21705,13899
791009,791009,76,9,3,5303,3772
791010,791010,76,9,3,2140,1525
791011,791011,76,9,3,1787,1265
791012,791012,76,9,3,3503,2410
791013,791013,76,9,3,9231,6719
791014,791014,76,9,3,2579,1849
791015,791015,76,9,3,2388,1792
791016,791016,76,9,3,2784,1977
791017,791017,76,9,3,2359,1688
810001,810001,86,10,3,687,484
810002,810002,86,10,3,1423,1013
810003,810003,86,10,3,3861,2654
810004,810004,86,10,3,1013,697
810005,810005,86,10,3,3213,2360
810006,810006,86,10,3,1476,1089
810010,810010,86,10,3,9477,6401
810034,810034,86,10,3,490,364
810040,810040,86,10,3,907,661
810050,810050,86,10,3,1178,818
810056,810056,86,10,3,504,368
810070,810070,86,10,3,1863,1279
810080,810080,86,10,3,657,498
813001,813001,84,10,3,6437,4303
813002,813002,84,10,3,121,100
813003,813003,84,10,3,1471,1087
813004,813004,84,10,3,733,548
813005,813005,84,10,3,1301,974
813006,813006,84,10,3,1912,1399
813007,813007,84,10,3,4836,3203
813008,813008,84,10,3,8018,4961
813009,813009,84,10,3,5491,3825
813010,813010,84,10,3,1453,1047
813011,813011,84,10,3,1445,1107
813012,813012,84,10,3,7211,5049
813013,813013,84,10,3,353,272
813014,813014,84,10,3,871,574
813015,813015,84,10,3,673,470
813016,813016,84,10,3,363,257
813017,813017,84,10,3,595,410
813018,813018,84,10,3,440,334
813019,813019,84,10,3,620,434
813020,813020,84,10,3,536,360
813021,813021,84,10,3,1414,972
813022,813022,84,10,3,457,354
820001,820001,88,10,3,3013,1945
820002,820002,88,10,3,3574,2362
820003,820003,88,10,3,617,445
820004,820004,88,10,3,6830,4726
820005,820005,88,10,3,1300,881
820006,820006,88,10,3,859,611
820007,820007,88,10,3,1431,961
820008,820008,88,10,3,1324,846
820009,820009,88,10,3,835,592
820010,820010,88,10,3,3930,2602
820011,820011,88,10,3,1403,940
820012,820012,88,10,3,1043,688
820013,820013,88,10,3,741,509
820014,820014,88,10,3,678,503
825015,825015,84,10,3,1500,1018
840001,840001,88,10,3,6098,4514
840002,840002,88,10,3,3161,2423
840003,840003,88,10,3,1746,1273
840004,840004,88,10,3,2041,1463
840005,840005,88,10,3,2176,1555
840006,840006,88,10,3,979,658
840007,840007,88,10,3,1397,1053
840008,840008,88,10,3,1238,853
840009,840009,88,10,3,679,519
840010,840010,88,10,3,1157,831
840011,840011,88,10,3,514,371
846002,846002,89,10,3,1847,1325
846003,846003,89,10,3,3147,2259
846004,846004,89,10,3,2867,1958
846008,846008,89,10,3,1640,1196
846009,846009,89,10,3,1777,1264
846011,846011,89,10,3,5238,3658
846014,846014,89,10,3,882,639
846018,846018,89,10,3,1952,1359
846020,846020,89,10,3,2616,1911
846022,846022,89,10,3,1689,1190
846027,846027,89,10,3,8039,5392
849001,849001,86,10,3,4449,3228
849002,849002,86,10,3,1464,1080
849003,849003,86,10,3,1134,908
849004,849004,86,10,3,1012,757
849005,849005,86,10,3,936,688
849006,849006,86,10,3,517,368
849007,849007,86,10,3,467,344
849008,849008,86,10,3,2278,1559
849009,849009,86,10,3,1093,818
849010,849010,86,10,3,523,368
849011,849011,86,10,3,875,613
849012,849012,86,10,3,1257,908
849013,849013,86,10,3,3262,2165
849014,849014,86,10,3,1017,682
849015,849015,86,10,3,784,532
849016,849016,86,10,3,954,650
849018,849018,86,10,3,2492,1654
849019,849019,86,10,3,2237,1551
849020,849020,86,10,3,1335,1053
849021,849021,86,10,3,989,738
851003,851003,92,10,3,9440,5960
851005,851005,92,10,3,8029,4922
851007,851007,92,10,3,2196,1602
851010,851010,92,10,3,5128,3655
851011,851011,92,10,3,5323,3760
851014,851014,91,10,3,4097,2532
851015,851015,91,10,3,6562,3788
851016,851016,92,10,3,10817,6373
851017,851017,91,10,3,6305,4265
851018,851018,91,10,3,3929,2682
851019,851019,91,10,3,9432,6888
851022,851022,91,10,3,3838,2791
851024,851024,91,10,3,5287,3715
851027,851027,90,10,3,9136,5504
851029,851029,90,10,3,9420,5793
851030,851030,90,10,3,5293,3548
851031,851031,90,10,3,6160,4156
851032,851032,90,10,3,3098,2167
851033,851033,90,10,3,3478,2639
851034,851034,90,10,3,6395,4629
851035,851035,90,10,3,4357,3213
851038,851038,91,10,3,2495,1801
851040,851040,90,10,3,5414,3193
851043,851043,92,10,3,4347,3033
851044,851044,92,10,3,3618,2568
851046,851046,92,10,3,1110,744
851047,851047,91,10,3,4957,3550
851052,851052,91,10,3,1591,1118
851056,851056,90,10,3,1604,1089
851058,851058,90,10,3,1964,1434
851061,851061,90,10,3,3768,2576
860001,860001,85,10,3,1438,1025
860003,860003,85,10,3,4429,2838
860004,860004,85,10,3,8754,5483
860006,860006,85,10,3,1369,1012
860007,860007,85,10,3,1329,911
860008,860008,85,10,3,1281,919
860011,860011,85,10,3,2604,1735
860012,860012,85,10,3,1408,917
860013,860013,85,10,3,1283,979
860014,860014,85,10,3,1268,996
860015,860015,85,10,3,3792,2817
860016,860016,85,10,3,4640,3146
860018,860018,85,10,3,2760,1890
860019,860019,85,10,3,3238,2121
860020,860020,85,10,3,875,630
860021,860021,85,10,3,2315,1601
860022,860022,85,10,3,2804,1853
860023,860023,85,10,3,896,648
860026,860026,85,10,3,983,688
860027,860027,85,10,3,800,579
860028,860028,85,10,3,1159,806
